,Rank,Wine,Winery,Vintage,Score,Price,Notes,ListYear
2720,63,Mulderbosch Chenin Blanc Stellenbosch W Block +,Mulderbosch,2013,93,33.0,"This distinctive white shows a wide range of yellow apple, white ginger and quince notes, with intriguing blanched almond, Brazil nut and dried citrus peel flavors slightly reminiscent of Sherry. Very fresh and energetic, showing no oxidation. A lovely combination of ripeness and cut. Only available in 3-pack with other Single Vineyard Series bottlings. Drink now through 2020. —JM",2015
2721,69,Bodegas Monasterio Ribera del Duero Hacienda Monasterio +,Bodegas Monasterio,2011,93,51.0,"This rich red delivers blueberry compote, dark chocolate, licorice and smoke flavors in a firm texture, supported by solid tannins. Ample acidity keeps this fresh through the floral, cola-accented finish. Drink now through 2026. 1,000 cases imported. —TM",2015
2722,65,Chappellet Cabernet Sauvignon Napa Valley Signature +,Chappellet,2012,93,56.0,"A classy and classic Napa Cabernet, dark-colored, with rich blackberry, black licorice, cedar, tobacco and dusty, loamy earth notes. The brightness and density of the red and dark berry fruit gives this an immediate and alluring charm. Ends with gutsy, chewy tannins. Drink now through 2030. 11,200 cases made. —JL",2015
2723,80,Bodegas Marqués de Murrieta Viura Rioja Capellanía +,Bodegas Marqués de Murrieta,2010,92,28.0,"Aromatic notes of beeswax, chamomile and orange blossom frame the flavors of baked apple, coconut, ginger and tarragon in this generous white, whose fresh acidity and light tannins keep it structured, with the spicy accents lingering on the finish. A traditional style. Drink now through 2020. 3,244 cases made. —TM",2015
2724,70,Allram Grüner Veltliner Qualitätswein Trocken Kamptal Hasel Alte Reben Reserve +,Allram,2014,92,37.0,"Mouthfilling flavors of ripe citrus, baked apple and buttercream are loaded with luscious notes of custard and pastry. The ripe finish is long and rich-tasting. Drink now through 2022. 1,000 cases made. —KM",2015
2725,74,d'Angelo Aglianico del Vulture +,d'Angelo,2012,90,20.0,"The black cherry and fresh earth flavors are sweet and focused in this harmonious, medium-bodied red, accented by black olive, fig bread and dried herb notes, all framed by fine-grained tannins that firm up the finish. Drink now through 2027. 15,000 cases made. —AN",2015
2726,67,Feudo di Santa Croce Primitivo di Manduria LXXIV +,Feudo di Santa Croce,2013,91,22.0,"A rich red in a modern style, this offers supple, well-knit tannins and stylish hints of vanilla, mocha and graphite, accenting the ripe plum sauce and plump cherry fruit. Well-spiced, ending with a lingering, mineral-tinged finish. Drink now through 2025. 8,000 cases made. —AN",2015
2727,66,Domaine Terlato & Chapoutier Shiraz-Viognier Victoria +,Domaine Terlato & Chapoutier,2013,91,18.0,"Fresh and expressive, medium-weight but vivid, with black cherry and floral notes, balanced by a stony minerality that glides into the long finish against fine tannins. Drink now through 2020. 4,500 cases made. —HS",2015
2728,77,M. Chapoutier Hermitage White Chante-Alouette +,M. Chapoutier,2014,95,100.0,"Gorgeous, showing remarkable range, with jasmine, honeysuckle, acacia and chamomile notes leading the way, followed by star fruit, yellow apple and green fig fruit flavors. The long, mineral-edged finish adds just the right amount of tension, while the fruit and floral elements cascade over one another. Drink now through 2029. 500 cases imported. —JM",2015
2729,68,Booker Syrah Paso Robles Fracture +,Booker,2013,94,85.0,"Bold and downright flamboyant, this manages to stay balanced and focused. Floral aromas of boysenberry, raspberry and roasted coffee open to rich, complex flavors that focus on licorice, smoky pepper beef and loamy mineral. Drink now through 2026. 1,000 cases made. —TF",2015
2730,75,Domaine Tempier Bandol Rosé +,Domaine Tempier,2014,92,40.0,"Bright and high-pitched, this features a talc note that gives way to rosemary and white cherry hints, while the finish races along with sea salt and blood orange details. Long, chiseled and pure. A delicious rosé that should unwind further with some cellaring. Drink now through 2016. 2,275 cases imported. —JM",2015
2731,78,Chateau St. Jean Cabernet Sauvignon Alexander Valley +,Chateau St. Jean,2012,91,30.0,"Exhibits ripe and juicy yet firm flavors of currant and blackberry amid a gravelly earthiness before finding focus on the finish, where the tannins are chewy, revealing a licorice touch. Drink now through 2025. 7,000 cases made. —JL",2015
2732,82,Viña Polkura Syrah Marchigue +,Viña Polkura,2011,91,23.0,"A ripe, dense and rich red, with concentrated roasted plum and dark cherry flavors, flanked by notes of dried meat and Asian spice. Bittersweet chocolate details linger with hints of cream on the finish. Drink now through 2020. 3,500 cases made. —KM",2015
2733,73,Alpha Estate Malagouzia Florina Turtles Vineyard +,Alpha Estate,2014,90,18.0,"Rich and flush with fresh-cut green apple, honeydew melon and grapefruit flavors that feature a vibrant minerality. Delivers hints of savory herbs, leading to a lush finish of cream and spice. Drink now through 2018. 8,500 cases made. —KM",2015
2734,76,Leeuwin Chardonnay Margaret River Art Series +,Leeuwin,2012,94,89.0,"Amazingly focused, layered and expressive, with pear, lime, guava and floral flavors that meld harmoniously and linger on the creamy finish. Deftly pulls all the elements together into a cohesive whole, lingering effectively and precisely. Drink now through 2022. 3,000 cases made. —HS",2015
2735,72,Lavau Gigondas +,Lavau,2013,91,28.0,"Bright and racy in feel, with high-pitched red currant, cherry and raspberry coulis notes, laced with violet, white pepper and chalk details. The long, youthfully taut finish should settle in with mid-term cellaring. Best from 2017 through 2023. 5,000 cases made. —JM",2015
2736,71,Antinori Bolgheri Superiore Guado al Tasso +,Antinori,2012,95,102.0,"Alluring violet, black currant, blackberry, wild herb, spice and mineral aromas coat the dense underlying structure at first, but the latter emerges as this cruises to a long conclusion. Shows excellent balance and expression of fruit and place. Cabernet Sauvignon, Merlot, Cabernet Franc and Petit Verdot. Best from 2018 through 2033. 1,200 cases imported. —BS",2015
2737,97,Orin Swift Machete California +,Orin Swift,2013,93,48.0,"Plush, fleshy tannins never get in the way of the expansive flavors and aromas. White pepper, violet, plum, blackberry, vanilla bean, nutmeg, black tea and espresso notes mingle effortlessly, lingering on the finish. Petite Sirah, Syrah and Grenache. Drink now through 2030. 6,800 cases made. —MW",2015
2738,91,Schloss Vollrads Riesling Spätlese Rheingau +,Schloss Vollrads,2013,91,25.0,"A honeyed style, filled to the brim with rich minerality and luscious creaminess. Very lush, with flavors of baked pineapple and pear sauce. Fresh and juicy on the finish. Drink now through 2035. 1,500 cases made. —KM",2015
2739,98,Château Figeac St.-Emilion +,Château Figeac,2012,93,81.0,"A beguiling tobacco leaf note weaves up and away from the core of steeped plum and mulled currant fruit, while a sleek iron accent forms the spine and a loamy element creates the backdrop. Shows some pleasant latent grip while the currant detail echoes. Best from 2018 through 2027. 8,330 cases made. —JM",2015
2740,84,Duorum Douro +,Duorum,2013,91,20.0,"This has a delicate core of violet, plum and red berry flavors that are broad yet well-defined. Medium-grained tannins gain power midpalate, with mineral and shiso leaf notes on the taut finish. Drink now through 2020. 600 cases imported. —KM",2015
2741,93,Schola Sarmenti Nardò Nerìo Riserva +,Schola Sarmenti,2012,90,22.0,"A silky red, with sweet, ripe flavors of sun-dried black cherry and date, underscored by rich hints of wood smoke and mineral. This is well-knit, featuring sinewy tannins and accents of garrigue and graphite. Drink now through 2025. 3,200 cases made. —AN",2015
2742,86,Ravines Riesling Finger Lakes Dry Argetsinger Vineyard +,Ravines,2012,92,30.0,"Taut, lip-smacking acidity harnesses the core of Jonagold apple, heather, white peach and candied citrus peel notes in this ripe white, keeping this focused and energetic through the finish. Drink now through 2018. 285 cases made. —JM",2015
2743,89,Zisola Sicilia +,Zisola,2013,90,26.0,"A lovely, medium-bodied red, with a pure beam of ripe cherry and fresh acidity layered with supple tannins and accents of star anise, dried thyme, loamy earth and mocha. Drink now through 2023. 10,000 cases made. —AN",2015
2744,81,Bodega Luigi Bosca Malbec Luján de Cuyo Single Vineyard +,Bodega Luigi Bosca,2013,91,27.0,"Decadently spiced, with intense dark chocolate and roasted plum flavors that feature notes of paprika. Black pepper accents show on the lush, mineral-filled finish. Needs time to open up. Best from 2017 through 2021. 3,800 cases imported. —KM",2015
2745,87,Tenuta delle Terre Nere Etna +,Tenuta delle Terre Nere,2013,90,24.0,"Elegant and well-knit, this tangy red is rich, with a baseline of smoke and grilled herb notes layered with flavors of wild strawberry, candied violet, dried cranberry and spice box, followed by a chewy finish. Drink now through 2023. 7,500 cases made. —AN",2015
2746,100,Sadie Family Palladius Swartland +,Sadie Family,2012,94,113.0,"Intense, with ripe, lush layers of creamed Jonagold apple, Cavaillon melon and glazed peach fruit, enlivened by dried chamomile, quinine and bitter citrus oil notes. The long finish flows beautifully, with the fruit and floral elements draped over a well-embedded mineral edge. This has depth and energy, and should cellar well. Chenin Blanc, Roussanne, Grenache Blanc, Sémillon, Sémillon Gris, Palomino, Viognier, Clairette Blanche and Verdelho. Drink now through 2022. 750 cases made. —JM",2015
2747,88,Viña Koyle Cabernet Sauvignon Colchagua Valley Royale Los Lingues Vineyard +,Viña Koyle,2012,91,26.0,"A ripe and muscular red, offering dark plum, dark cherry and currant flavors, filled with notes of dried beef and Asian spice. Grippy midpalate, with a creamy allure. Mint and dark chocolate accents underlie the long, rich finish. Drink now through 2020. 4,160 cases made. —KM",2015
2748,85,Hecht & Bannier Côtes du Roussillon-Villages +,Hecht & Bannier,2011,91,25.0,"A rich and extracted style, with luscious dark fruit, blackberry and tar flavors that are well-structured. Features hints of licorice snap midpalate, leading to a long finish of dark chocolate and cream. Grenache, Syrah, Mourvèdre and Carignan. Drink now through 2020. 700 cases imported. —KM",2015
2749,83,Torre Rosazza Pinot Grigio Friuli Colli Orientali +,Torre Rosazza,2014,90,20.0,"This creamy, medium-bodied version is framed by finely cut acidity that focuses the rich minerality and flavors of guava, star fruit, pickled ginger and oak spice. Lingering finish. Drink now through 2022. 3,500 cases made. —AN",2015
2750,94,Domaine du Gros Noré Bandol +,Domaine du Gros Noré,2012,93,39.0,"This has a dark leathery frame but remains sleek and pure overall, with a dense core of currant preserves, steeped plum and lightly mulled blackberry fruit, studded with dried anise and singed juniper notes. A bolt of iron is buried deeply on the finish. Best from 2017 through 2025. 420 cases imported. —JM",2015
2751,95,Grosset Riesling Clare Valley Springvale +,Grosset,2014,93,42.0,"Lithe, vibrant and light-footed, but explosive, with flavors of pear, honeysuckle, apple and cinnamon, glowing brightly on the long and expressive finish. Drink now through 2024. 2,800 cases made. —HS",2015
2752,96,Bouchard Père & Fils Beaune Teurons Domaine +,Bouchard Père & Fils,2012,92,55.0,"Vibrant and juicy, this red offers black cherry flavors, with accents of licorice, spice and floral. Silky and rich, with fine balance and a lingering aftertaste of fruit and spice. Drink now through 2024. 200 cases imported. —BS",2015
2753,99,Jean-François Ganevat Côtes du Jura Les Chamois du Paradis +,Jean-François Ganevat,2011,93,53.0,"This is lovely, with verbena, citrus oil, white peach and Jonagold apple fruit flavors seamlessly layered, offset with a lovely quinine hint and carrying through a long, floral finish. Still a bit tightly coiled, this should unfurl nicely with a bit more cellaring. Chardonnay. Best from 2017 through 2023. 167 cases made. —JM",2015
2754,90,Philippe Alliet Chinon +,Philippe Alliet,2014,91,23.0,"Black cherry and violet notes course along, flecked with olive and white pepper hints that drive through the pure finish. Shows ample minerality, but the fruit takes center stage. Drink now through 2017. 2,300 cases made. —JM",2015
